CAMIS,DBA,BORO,STREET,CUISINE DESCRIPTION,INSPECTION DATE,CRITICAL FLAG,SCORE,Latitude,Longitude,year
50017248,SHORE HAVEN DINER,Bronx,CASTLE HILL AVENUE,American,2020-02-27,Critical,26.0,40.819436994639,-73.848114837406,2020
50111882,KENNEDY CHICKEN & GRILL,Bronx,EAST  174 STREET,Chicken,2021-09-29,Not Critical,11.0,40.837326009403,-73.8876211421,2021
50037751,TEXAS CHICKEN & BURGERS,Bronx,CROTONA PARKWAY,Chicken,2018-11-21,Critical,12.0,40.846001228359,-73.88395587750901,2018
40931302,POPEYES,Bronx,GRAND CONCOURSE,Chicken,2020-02-13,Not Critical,21.0,40.855714341269,-73.901019445694,2020
50074433,VISTAMAR RESTAURANT,Bronx,CITY ISLAND AVENUE,Latin American,2018-06-20,Critical,13.0,40.85373766697,-73.790307294375,2018
50035745,HAPPY LAND,Bronx,JEROME AVENUE,Chinese,2016-08-15,Critical,12.0,40.853288147956,-73.907800828988,2016
41697115,GOLD MINE CAFE,Bronx,BROADWAY,Greek,2021-10-27,Not Critical,21.0,40.87899002788,-73.904720203459,2021
41649164,DONG KING,Bronx,WEST  165 STREET,Chinese,2019-07-31,Critical,12.0,40.833940657613,-73.927125163086,2019
50042418,CHILPANCINGO RESTAURANT,Bronx,EAST  204 STREET,Mexican,2018-10-16,Critical,11.0,40.871635642701,-73.877330199442,2018
41698598,LULU JUICY FRUIT,Bronx,SOUTHERN BOULEVARD,"Juice, Smoothies, Fruit Salads",2020-01-09,Not Critical,7.0,40.812319318786,-73.903439628796,2020
50066372,NEW GREEN DRAGON,Bronx,EAST TREMONT AVENUE,Chinese,2019-12-26,Not Critical,12.0,40.81871922238,-73.81703088184399,2019
50066372,NEW GREEN DRAGON,Bronx,EAST TREMONT AVENUE,Chinese,2019-12-26,Not Critical,12.0,40.81871922238,-73.81703088184399,2019
50066372,NEW GREEN DRAGON,Bronx,EAST TREMONT AVENUE,Chinese,2019-12-26,Not Critical,12.0,40.81871922238,-73.81703088184399,2019
41542863,LUCKY RESTAURANT,Bronx,EAST  182 STREET,Chinese,2017-06-14,Critical,9.0,40.851146549063,-73.888429080313,2017
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,WHITE PLAINS ROAD,Caribbean,2022-02-08,Not Critical,9.0,40.882606993729,-73.863328849159,2022
40585102,NEW CAPITAL RESTAURANT,Bronx,WEST KINGSBRIDGE ROAD,American,2022-02-14,Critical,29.0,40.867491709514,-73.89757427805999,2022
41579300,METATE MEXICAN RESTAURANT,Bronx,JOHNSON AVENUE,Mexican,2018-04-25,Critical,17.0,40.88590268267,-73.909910906926,2018
41637941,KENNEDY CHICKEN &SANDWICHES,Bronx,EAST  167 STREET,Chicken,2018-12-12,Critical,22.0,40.835049786626,-73.919292818992,2018
41254998,MORENA RESTAURANT,Bronx,JEROME AVENUE,Latin American,2019-08-01,Critical,29.0,40.855847137534,-73.90552708295701,2019
50033234,LEE'S KITCHEN,Bronx,BURKE AVENUE,Chinese,2019-11-13,Critical,12.0,40.871356008087,-73.86303748933899,2019
41634303,LA ESTRELLA TROPICAL,Bronx,BURKE AVENUE,Spanish,2022-03-11,Critical,27.0,40.871391343687,-73.865065877195,2022
50016481,GALAGALA NY RESTAURANT,Bronx,EAST  175 STREET,African,2019-08-07,Critical,48.0,40.847565975015996,-73.91206666283001,2019
50100984,FLOYD'S COFFEE HOUSE,Bronx,COMMERCE AVENUE,Sandwiches/Salads/Mixed Buffet,2019-12-10,Critical,12.0,40.836614209505,-73.840460986293,2019
50010758,VYBES KITCHEN,Bronx,WHITE PLAINS ROAD,Caribbean,2020-01-15,Critical,68.0,40.880840580863,-73.864334212405,2020
50045738,KENNEDY FRIED CHICKEN,Bronx,EAST GUN HILL ROAD,Chicken,2021-07-28,Critical,9.0,40.870530711666,-73.846352516376,2021
50057675,MING WONG,Bronx,WEST BURNSIDE AVENUE,Chinese,2019-01-29,Critical,36.0,40.853813196193,-73.908808636822,2019
50002368,CARIBE RESTAURANT,Bronx,CASTLE HILL AVENUE,Spanish,2016-09-06,Not Critical,17.0,40.824439486656,-73.849302968904,2016
50012694,SARKU JAPAN,Bronx,BAYCHESTER AVENUE,Japanese,2019-09-26,Not Critical,,40.865905409786,-73.830429747919,2019
50051616,TACOS SAN LUCAS,Bronx,JEROME AVENUE,Tex-Mex,2018-01-29,Not Critical,23.0,40.838494168456,-73.918916382674,2018
40386672,FRANK'S SOUP BOWL,Bronx,BRONXWOOD AVENUE,Caribbean,2019-06-21,Not Critical,13.0,40.877302301449,-73.85949224606,2019
50050249,JULIA'S COFFEE SHOP,Bronx,EAST  144 STREET,Latin American,2018-11-23,Critical,7.0,40.815747280942,-73.92521594995401,2018
50113118,,Bronx,GRAND CONCOURSE,,1900-01-01,Not Applicable,,40.852080009768,-73.903894977537,1900
50043792,RUNNING COOL RESTAURANT,Bronx,JEROME AVENUE,Caribbean,2022-01-21,Critical,12.0,40.858080152502,-73.904081487388,2022
40890186,J.E. BAKERY,Bronx,ASTOR AVENUE,Bakery Products/Desserts,2019-06-17,Not Critical,10.0,40.859592706305,-73.86588885596599,2019
50044824,SUBWAY,Bronx,EAST  161 STREET,Sandwiches,2017-04-11,Not Critical,26.0,40.827412033017,-73.924595739271,2017
50087537,M & R DELI & HERO SHOP,Bronx,MORRIS PARK AVENUE,Sandwiches,2019-03-01,Not Critical,43.0,40.851067973148,-73.84854838678001,2019
41708278,JOHN'S DINER,Bronx,WESTCHESTER AVENUE,American,2019-03-04,Not Critical,32.0,40.831704608741,-73.86690651118,2019
50075666,NO 1 CHINESE RESTAURANT,Bronx,THIRD AVENUE,Chinese,2021-12-14,Not Critical,7.0,40.835687732775,-73.90305142512901,2021
50072041,MCDONALD'S,Bronx,WHITE PLAINS ROAD,Hamburgers,2018-01-18,Not Critical,6.0,40.892879091742,-73.857647092212,2018
50072041,MCDONALD'S,Bronx,WHITE PLAINS ROAD,Hamburgers,2018-01-18,Not Critical,6.0,40.892879091742,-73.857647092212,2018
50051744,ORCHARD BEACH SNACK BAR SECTION #7,Bronx,ORCHARD BEACH ROAD,Coffee/Tea,2016-08-10,Not Critical,23.0,40.865153252788,-73.80283849787,2016
41601496,LEE XING RESTAURANT,Bronx,WESTCHESTER AVENUE,Chinese,2021-08-12,Not Critical,22.0,40.851738610632,-73.829605699224,2021
50017419,MOTT HAVEN BAR & GRILL,Bronx,3 AVENUE,American,2017-03-21,Critical,32.0,40.808633427586,-73.930422173136,2017
50051282,MUNCHIES,Bronx,EAST TREMONT AVENUE,Hamburgers,2018-06-14,Critical,12.0,40.84770827191,-73.901392854841,2018
50056461,SAINT ANN'S CAFE RESTAURANT,Bronx,SAINT ANNS AVENUE,Latin American,2017-12-05,Not Critical,26.0,40.807918925478,-73.916743027582,2017
50073371,EL MACO RESTAURANT,Bronx,JEROME AVENUE,Latin American,2019-07-23,Critical,44.0,40.841706629154,-73.91664275178701,2019
40931302,POPEYES,Bronx,GRAND CONCOURSE,Chicken,2019-08-06,Not Critical,3.0,40.855714341269,-73.901019445694,2019
40931302,POPEYES,Bronx,GRAND CONCOURSE,Chicken,2019-08-06,Not Critical,3.0,40.855714341269,-73.901019445694,2019
41444157,MAMMA ROSA'S,Bronx,ALLERTON AVENUE,Sandwiches,2019-04-03,Critical,45.0,40.865493191577,-73.85844711348001,2019
41712791,ZYMI BAR & GRILL,Bronx,ASTOR AVENUE,American,2017-04-27,Critical,0.0,40.859571262286,-73.86632994763,2017
50085087,BB PIZZA & DINE,Bronx,SOUTHERN BOULEVARD,Pizza,2020-02-24,Not Critical,9.0,40.812645017681,-73.902344540029,2020
40897418,NB. NATIONAL BAKERY,Bronx,WALTON AVENUE,Bakery Products/Desserts,2022-02-07,Not Critical,19.0,40.834709717822,-73.919690750095,2022
50067033,SUBWAY,Bronx,JEROME AVENUE,Sandwiches,2021-09-09,Critical,7.0,40.854127418116,-73.907033312823,2021
50044807,MAMA PUEBLA,Bronx,EAST TREMONT AVENUE,Mexican,2016-08-31,Critical,23.0,40.831940123414,-73.827318570187,2016
50096375,MAMA'S PLACE,Bronx,EAST  138 STREET,Spanish,2019-11-06,Not Critical,7.0,40.807409958885,-73.918918273044,2019
50084095,HALAL MUSA CHINESE FOOD,Bronx,WESTCHESTER AVENUE,Chinese,2019-05-20,Critical,19.0,40.833660420754,-73.856787734981,2019
50039189,MCDONALD'S,Bronx,WESTCHESTER SQ,Hamburgers,2020-02-12,Critical,11.0,40.840433326313,-73.84331416513601,2020
41149243,FULTON CAFE,Bronx,FOOD CENTER DRIVE,Coffee/Tea,2019-06-19,Critical,19.0,40.805247646794,-73.876412711996,2019
41713701,TROPICAL ROTISSERIE CHICKEN,Bronx,SEDGWICK AVENUE,Chicken,2020-03-12,Critical,25.0,40.869953129347,-73.90321460210801,2020
50045367,TAQUERIA LUPITA II,Bronx,EAST TREMONT AVENUE,Mexican,2019-05-02,Critical,8.0,40.839836562594,-73.868671917555,2019
50045367,TAQUERIA LUPITA II,Bronx,EAST TREMONT AVENUE,Mexican,2019-05-02,Critical,8.0,40.839836562594,-73.868671917555,2019
50070931,NEW MANDARIN HOUSE,Bronx,LACONIA AVENUE,Chinese,2018-10-06,Critical,19.0,40.88786172332,-73.846952460575,2018
50061177,FIASCO,Bronx,ARTHUR AVENUE,Pizza,2018-12-27,Not Critical,11.0,40.855043633121,-73.88797788497,2018
41704110,MI CASA BAKERY & COFFEE SHOP,Bronx,GRAND CONCOURSE,Bakery Products/Desserts,2019-05-22,Critical,7.0,40.851942866878,-73.904007233128,2019
50043696,KHALLE BAR AND GRILL,Bronx,BAILEY AVENUE,Spanish,2017-03-09,Not Critical,,40.883519012726005,-73.89852593331601,2017
50073669,KENNEDY'S FRIED CHICKEN,Bronx,EAST  167 STREET,Chicken,2019-09-17,Critical,64.0,40.83349018369,-73.914676378377,2019
41713701,TROPICAL ROTISSERIE CHICKEN,Bronx,SEDGWICK AVENUE,Chicken,2019-08-15,Not Critical,20.0,40.869953129347,-73.90321460210801,2019
50072911,JUANITO RESTAURANT,Bronx,EAST  138 STREET,Spanish,2019-07-17,Critical,38.0,40.80776461455,-73.919748673439,2019
50072911,JUANITO RESTAURANT,Bronx,EAST  138 STREET,Spanish,2019-07-17,Critical,38.0,40.80776461455,-73.919748673439,2019
50032832,POPEYES,Bronx,BRUCKNER BOULEVARD,Chicken,2019-06-05,Critical,9.0,40.823898882568,-73.874509911893,2019
41028321,D'ANGELO'S PIZZA,Bronx,EAST GUN HILL ROAD,Pizza,2018-10-16,Not Critical,9.0,40.875395632741,-73.860244805617,2018
41028321,D'ANGELO'S PIZZA,Bronx,EAST GUN HILL ROAD,Pizza,2018-10-16,Not Critical,9.0,40.875395632741,-73.860244805617,2018
41653102,MARISCO CENTRO SEAFOOD RESTAURANT & BAR,Bronx,EXTERIOR STREET,Seafood,2019-11-07,Not Critical,13.0,40.821737103048,-73.930860054782,2019
41121595,CARVEL,Bronx,BROADWAY,Frozen Desserts,2019-07-15,Not Critical,12.0,40.883601216523,-73.901523852265,2019
41566423,GOLDEN DRAGON RESTAURANT,Bronx,EAST TREMONT AVENUE,Chinese,2019-03-26,Critical,11.0,40.850452252618,-73.90707461578,2019
50010758,VYBES KITCHEN,Bronx,WHITE PLAINS ROAD,Caribbean,2017-04-13,Critical,49.0,40.880840580863,-73.864334212405,2017
50107215,GRILL HILL,Bronx,EAST GUN HILL ROAD,Middle Eastern,2021-10-27,Critical,40.0,40.880104972011,-73.8764900033,2021
41616073,GRUENEBAUM'S BAKERY & CAFE,Bronx,RIVERDALE AVENUE,Jewish/Kosher,2017-11-16,Critical,9.0,40.906096549329,-73.904312188114,2017
41431239,QUE SABROSURA RESTAURANT,Bronx,EAST  183 STREET,Spanish,2022-01-12,Not Critical,12.0,40.858331466952,-73.902653166966,2022
50056510,GINBO'S HAMBURGER HOUSE,Bronx,EAST  170 STREET,Hamburgers,2019-12-02,Not Critical,25.0,40.839304026837,-73.915333876768,2019
50000741,CEMITAS PUEBLA RESTAURANT,Bronx,ALLERTON AVENUE,Spanish,2016-08-11,Not Critical,30.0,40.865416789114,-73.86805357738001,2016
50000741,CEMITAS PUEBLA RESTAURANT,Bronx,ALLERTON AVENUE,Spanish,2016-08-11,Not Critical,30.0,40.865416789114,-73.86805357738001,2016
50003475,MADISON CAFE,Bronx,WILLIS AVENUE,American,2019-09-20,Critical,26.0,40.813989397526,-73.919318457071,2019
41608730,MI CASA BAKERY,Bronx,WEST KINGSBRIDGE ROAD,Bakery Products/Desserts,2018-11-19,Not Critical,34.0,40.867940993441,-73.899721252489,2018
50099792,LA COCINA PIZZA,Bronx,OGDEN AVENUE,Spanish,2019-12-06,Critical,17.0,40.84205237211,-73.92444535561201,2019
50068980,NUEVO TULCINGO AZTECA,Bronx,EAST  170 STREET,Mexican,2019-03-28,Not Critical,19.0,40.839106021226,-73.914813709313,2019
50056873,LASH WEST INDIAN & AMERICAN CUISINE,Bronx,BURKE AVENUE,Caribbean,2018-09-07,Not Critical,17.0,40.871358933648,-73.86318934660301,2018
50093533,PANDA RESTAURANT,Bronx,LYDIG AVENUE,Chinese,2019-08-08,Not Critical,10.0,40.854433406282,-73.864232844293,2019
50093533,PANDA RESTAURANT,Bronx,LYDIG AVENUE,Chinese,2019-08-08,Not Critical,10.0,40.854433406282,-73.864232844293,2019
50045807,CHARLEYS PHILLY STEAK,Bronx,BAYCHESTER AVENUE,American,2019-01-15,Not Critical,8.0,40.865905409786,-73.830429747919,2019
50045375,LETTUCE EAT,Bronx,CROSBY AVENUE,American,2019-10-02,Not Critical,7.0,40.844733011739,-73.83076945986801,2019
50063658,KENNEDY FRIED CHICKEN,Bronx,OGDEN AVENUE,Chicken,2018-05-08,Critical,11.0,40.834594736415,-73.92844708891,2018
41459947,DUNKIN,Bronx,BRUCKNER BOULEVARD,Donuts,2018-09-28,Critical,7.0,40.804629102509,-73.922270137837,2018
50066842,MCDONALD'S,Bronx,JEROME AVENUE,Hamburgers,2017-08-04,Critical,12.0,40.854305717314,-73.906899312821,2017
50002521,JADE PALACE,Bronx,EINSTEIN LOOP,Chinese,2019-11-12,Not Critical,9.0,40.864051808709995,-73.82255654243801,2019
50051744,ORCHARD BEACH SNACK BAR SECTION #7,Bronx,ORCHARD BEACH ROAD,Coffee/Tea,2016-08-17,Not Critical,25.0,40.865153252788,-73.80283849787,2016
50009999,MEXICAN GRILL,Bronx,HUNTS POINT TERMINAL MARKET,Mexican,2016-05-31,Critical,15.0,40.812938258329,-73.878826047079,2016
50066913,RESTAURANT DELICES DES SAVEURS,Bronx,MORRIS AVENUE,African,2017-07-27,Not Critical,,40.819093710528,-73.92197136823201,2017
50082639,COUNTRY BAY PIZZA,Bronx,AMPERE AVENUE,Pizza,2020-02-03,Critical,39.0,40.846198242431,-73.81964052374,2020
50064230,PUPUSERIA SALVADORENA,Bronx,WESTCHESTER AVENUE,Spanish,2019-07-31,Critical,12.0,40.832196651307996,-73.865181808969,2019
50053703,JOHN'S FRIED CHICKEN,Bronx,BROADWAY,Chicken,2019-11-18,Critical,43.0,40.875109810995,-73.90913006771599,2019
50090493,HEMO'S SPOT 3,Bronx,MORRIS PARK AVENUE,"Juice, Smoothies, Fruit Salads",2019-08-05,Critical,18.0,40.845344386274,-73.865549026365,2019
41697275,SALSA CON FUEGO,Bronx,CEDAR AVENUE,American,2019-06-01,Not Critical,28.0,40.862219405897,-73.91115785116399,2019
40402699,RIVERDALE YACHT CLUB,Bronx,WEST 254 STREET & HUDSON RIVER,American,2018-10-24,Critical,24.0,40.903121070343,-73.914503439732,2018
50065078,MADE IN PUERTO RICO,Bronx,EAST TREMONT AVENUE,Latin American,2018-06-15,Critical,12.0,40.834440736382,-73.829256269387,2018
41706118,KENNEDYS CHICKEN & SANDWICHES,Bronx,SOUTHERN BOULEVARD,Chicken,2019-05-13,Not Critical,12.0,40.830322715088,-73.891817510535,2019
50079885,LOS MOCANOS JUICE BAR & GRILL,Bronx,EAST TREMONT AVENUE,"Juice, Smoothies, Fruit Salads",2018-12-07,Not Critical,7.0,40.846309211173,-73.89303115881799,2018
50082952,JUN BO RESTAURANT,Bronx,EAST TREMONT AVENUE,Chinese,2020-01-22,Critical,11.0,40.826970403662,-73.822579929648,2020
41192316,MINGLES,Bronx,BOSTON ROAD,Caribbean,2018-02-24,Not Critical,10.0,40.884468674949005,-73.83275103188001,2018
50037368,STARBUCKS,Bronx,BROADWAY,Coffee/Tea,2021-12-20,Not Critical,21.0,40.877396309248,-73.90589411912799,2021
50074152,KHALIL BIRYANI HOUSE & HALAL CHINESE,Bronx,MCGRAW AVENUE,Bangladeshi,2020-01-16,Not Critical,,40.835509577097,-73.856147703748,2020
40669394,FEROZA'S ROTI BAR,Bronx,BURKE AVENUE,Caribbean,2017-04-25,Critical,12.0,40.871414964881,-73.866490452719,2017
41674679,WEST AFRICAN RESTAURANT,Bronx,EAST  169 STREET,African,2022-01-24,Not Critical,11.0,40.831921550689,-73.902579933653,2022
50097693,KENNEDY FRIED CHICKEN,Bronx,JEROME AVENUE,Chicken,2019-09-23,Not Critical,52.0,40.858648003047,-73.903711925351,2019
50110228,EMPIRE WOK,Bronx,CASTLE HILL AVENUE,Chinese,2022-02-03,Not Critical,44.0,40.832750326469004,-73.851221009095,2022
50096074,UPCAKE SUPPLIES AND TREAT SHOP,Bronx,BOSTON ROAD,Bakery Products/Desserts,2021-11-30,Not Critical,19.0,40.877202523709,-73.845885024977,2021
50052511,HOUSE OF CHENG,Bronx,EAST  165 STREET,Chinese,2019-04-03,Not Critical,7.0,40.831552299733,-73.922274699542,2019
50015252,BANGLA GARDEN RESTAURANT,Bronx,WESTCHESTER AVENUE,Bangladeshi,2019-08-30,Not Critical,33.0,40.832751693756,-73.863370222821,2019
41461629,LOS BALBUENA RESTAURANT,Bronx,RYER AVENUE,Latin American,2018-08-21,Not Critical,16.0,40.859296388527,-73.898074991117,2018
50014342,UNDERGROUND LOUNGE,Bronx,BEDFORD PARK BLVD WEST,American,2017-07-06,Critical,55.0,40.875021689755,-73.892858229156,2017
41470237,RUINAS DE COPAN,Bronx,BROOK AVENUE,Spanish,2019-11-06,Critical,41.0,40.813380328623,-73.915861913071,2019
50064379,THE LITTLE CUPCAKE PASTRY SHOP,Bronx,BRONXDALE AVE,Bakery Products/Desserts,2017-10-28,Critical,29.0,40.850035228296,-73.865622644545,2017
50064379,THE LITTLE CUPCAKE PASTRY SHOP,Bronx,BRONXDALE AVE,Bakery Products/Desserts,2017-10-28,Critical,29.0,40.850035228296,-73.865622644545,2017
41426289,GEORGINA RESTAURANT,Bronx,EAST  163 STREET,Latin American,2018-05-01,Critical,18.0,40.820978117731,-73.893155134446,2018
50114821,REPOSTERIA  NITIN,Bronx,GRAND CONCOURSE,Bakery Products/Desserts,2021-09-08,Critical,19.0,40.857821155685,-73.899704034189,2021
41591015,KFC,Bronx,BOSTON ROAD,Chicken,2019-09-25,Critical,11.0,40.881036149618,-73.839316094398,2019
50043862,MENCHIES,Bronx,JOHNSON AVENUE,Frozen Desserts,2017-06-20,Not Critical,,40.886182573207996,-73.909820111173,2017
50003444,EZ GRILL NYC,Bronx,LYDIG AVENUE,Mediterranean,2017-01-10,Critical,13.0,40.854416937911,-73.864232878038,2017
50066922,LOLY PIZZA RESTAURANT,Bronx,EAST MOUNT EDEN AVENUE,Spanish,2021-08-03,Critical,24.0,40.843460251148,-73.912592565553,2021
50039514,CATANIA'S PIZZA CAFE,Bronx,ARTHUR AVENUE,Pizza,2019-08-14,Not Critical,23.0,40.853749238983,-73.889133204412,2019
40717234,PINE BAR & GRILL,Bronx,EASTCHESTER ROAD,Italian,2017-08-16,Not Critical,40.0,40.84527746261,-73.84509543925999,2017
41160010,CHEFFY TWO RESTAURANT,Bronx,WHITE PLAINS ROAD,Caribbean,2019-05-06,Critical,24.0,40.90488253023,-73.849629949842,2019
40364956,THE NEW STARLING ATHLETIC CLUB OF THE BRONX,Bronx,HAVILAND AVENUE,American,2018-06-14,Not Critical,12.0,40.830610122115004,-73.84964668266501,2018
50075543,FOO HING KITCHEN,Bronx,3 AVENUE,Chinese,2019-04-30,Critical,11.0,40.813670229536,-73.922169221528,2019
50039514,CATANIA'S PIZZA CAFE,Bronx,ARTHUR AVENUE,Pizza,2019-03-19,Critical,19.0,40.853749238983,-73.889133204412,2019
41505347,WHITE CROSS FISHING CLUB BAR & GRILL,Bronx,CLARENCE AVENUE,American,2017-07-18,Critical,10.0,40.830418029296,-73.81574829402099,2017
50003350,3-J RESTAURANT AND PIZZA,Bronx,PROSPECT AVENUE,Latin American,2019-11-08,Not Critical,24.0,40.812394239758,-73.904411302372,2019
40572406,SHAMROCK INN,Bronx,CROSBY AVENUE,Irish,2022-02-08,Not Critical,29.0,40.845892424158,-73.831539981755,2022
41436074,MICHAEL ANGELO'S BRICK OVEN,Bronx,ARTHUR AVENUE,Pizza,2016-10-05,Not Critical,13.0,40.857166305956,-73.886195707482,2016
41436074,MICHAEL ANGELO'S BRICK OVEN,Bronx,ARTHUR AVENUE,Pizza,2016-10-05,Not Critical,13.0,40.857166305956,-73.886195707482,2016
50056595,LA MELLAS RESTAURANT,Bronx,WESTCHESTER AVENUE,Latin American,2021-12-14,Not Critical,57.0,40.828331546441,-73.88219454415301,2021
41127492,ECUA VILLA COFFEE SHOP,Bronx,EAST  170 STREET,Coffee/Tea,2019-07-15,Critical,23.0,40.837282645455,-73.910070961146,2019
50063156,"TWIN DONUT, BLIMPIES",Bronx,EAST  161 STREET,Bagels/Pretzels,2017-10-25,Critical,24.0,40.826424451379,-73.921287044249,2017
50086939,EL VALLE RESTAURANT,Bronx,FEATHERBED LANE,Latin American,2019-02-01,Not Critical,20.0,40.846395039647,-73.917197090363,2019
50007604,WONDERFUL RESTAURANT,Bronx,EAST  240 STREET,Chinese,2020-02-06,Not Critical,12.0,40.901165197847,-73.861981034299,2020
50007604,WONDERFUL RESTAURANT,Bronx,EAST  240 STREET,Chinese,2020-02-06,Not Critical,12.0,40.901165197847,-73.861981034299,2020
41397464,SAMMY'S ORIGINAL SHRIMP BOX,Bronx,CITY ISLAND AVENUE,Seafood,2018-09-04,Critical,12.0,40.839592608829996,-73.783629888446,2018
41176438,LAS CAMELIAS BAR & RESTAURANT,Bronx,WESTCHESTER AVENUE,Latin American,2018-02-16,Critical,13.0,40.831920561212,-73.866147212835,2018
50104917,TUTTO PIZZA PASTA,Bronx,EAST  204 STREET,Pizza,2022-03-21,Critical,27.0,40.873267630269,-73.878856701228,2022
50015696,AAA CARIDAD,Bronx,WEBSTER AVENUE,Latin American,2018-10-15,Not Critical,,40.871417919088,-73.876498969679,2018
50096979,FAMILY PIZZA,Bronx,BAYCHESTER AVENUE,Pizza,2022-03-21,Not Critical,4.0,40.879178280781005,-73.83758481532601,2022
40400799,FORDHAM FRIED CHICKEN & SEA FOOD,Bronx,EAST  188 STREET,Chicken,2019-08-14,Not Critical,16.0,40.861670907854,-73.898443709909,2019
40398642,LA LECHONERA CRIOLLA,Bronx,WEBSTER AVENUE,Latin American,2018-01-24,Critical,25.0,40.843397963861,-73.903361814736,2018
50037049,REY'S SMOOTHIE,Bronx,JEROME AVENUE,"Juice, Smoothies, Fruit Salads",2018-01-29,Critical,19.0,40.838494168456,-73.918916382674,2018
41555602,VITHAS COFFEE SHOP,Bronx,LOCUST AVENUE,American,2019-08-08,Critical,28.0,40.803538155427,-73.905883354667,2019
50117772,PAPA JOHN'S,Bronx,WILLIS AVENUE,Pizza,2022-01-06,Not Critical,24.0,40.814318598934996,-73.919079619607,2022
50117772,PAPA JOHN'S,Bronx,WILLIS AVENUE,Pizza,2022-01-06,Not Critical,24.0,40.814318598934996,-73.919079619607,2022
50018562,BURGER TIME,Bronx,MORRIS PARK AVENUE,Hamburgers,2018-05-02,Not Critical,26.0,40.849290420174,-73.853583958578,2018
41612554,DUNKIN,Bronx,EAST TREMONT AVENUE,Donuts,2017-02-01,Not Critical,13.0,40.826475468253996,-73.822010345463,2017
50106045,MAJESTIC RESTAURANT,Bronx,EAST  187 STREET,Latin American,2021-07-20,Critical,9.0,40.854068214626004,-73.884162254452,2021
40759930,BELLA NAPOLI,Bronx,EAST  240 STREET,Pizza,2019-11-20,Not Critical,3.0,40.901110086392,-73.861800278284,2019
40759930,BELLA NAPOLI,Bronx,EAST  240 STREET,Pizza,2019-11-20,Not Critical,3.0,40.901110086392,-73.861800278284,2019
50042702,THE CORNER PIZZA SHOP,Bronx,JEROME AVENUE,Pizza,2019-09-19,Not Critical,4.0,40.880513305741,-73.883783302571,2019
50105730,JERRY'S PIZZERIA,Bronx,STARLING AVENUE,Pizza,2021-12-02,Critical,29.0,40.836007993023,-73.85525038339699,2021
40545786,PASTA PASTA RESTAURANT,Bronx,WILLIAMSBRIDGE ROAD,Italian,2022-01-10,Not Critical,25.0,40.854569974175,-73.854707363094,2022
50070412,CROWN FRIED CHICKEN,Bronx,UNIONPORT ROAD,Chicken,2019-09-10,Critical,16.0,40.835393154411996,-73.855237270918,2019
50100711,CHOI YUAN,Bronx,BEDFORD PARK BLVD EAST,Chinese,2020-03-02,Not Critical,7.0,40.873242409551004,-73.889227133408,2020
50100711,CHOI YUAN,Bronx,BEDFORD PARK BLVD EAST,Chinese,2020-03-02,Not Critical,7.0,40.873242409551004,-73.889227133408,2020
50066842,MCDONALD'S,Bronx,JEROME AVENUE,Hamburgers,2019-03-06,Critical,13.0,40.854305717314,-73.906899312821,2019
50098246,URBAN GRILL,Bronx,STILLWELL AVENUE,Spanish,2019-12-19,Critical,34.0,40.854766868811005,-73.841689717113,2019
50096979,FAMILY PIZZA,Bronx,BAYCHESTER AVENUE,Pizza,2019-11-13,Critical,12.0,40.879178280781005,-73.83758481532601,2019
40869790,EL BUEN AMBIENTE,Bronx,EAST  198 STREET,Latin American,2019-09-03,Not Critical,50.0,40.870601634501,-73.891744495974,2019
40869790,EL BUEN AMBIENTE,Bronx,EAST  198 STREET,Latin American,2019-09-03,Not Critical,50.0,40.870601634501,-73.891744495974,2019
